name,srid,active,hof,positions,start,end,letter,seasons,games,dob,dod
Harvey Allen,AlleHa20,False,False,DB,1987,1987,A,1,2,1964-10-02,NA
Ian Allen,AlleIa20,False,False,T,2002,2005,A,4,25,1978-07-22,NA
Jackie Allen,AlleJa20,False,False,DB,1969,1972,A,4,34,1947-09-24,NA
Jake Allen,AlleJa24,False,False,WR,2009,2009,A,2,3,1985-01-19,NA
James Allen,AlleJa00,False,False,RB,1998,2002,A,5,66,1975-03-28,NA
James Allen,AlleJa21,False,False,LB,2002,2005,A,4,48,1979-11-11,NA
Jared Allen,AlleJa22,False,False,DE,2004,2015,A,13,187,1982-04-03,NA
Jason Allen,AlleJa23,False,False,DB,2006,2012,A,8,98,1983-07-05,NA
Javorius Allen,AlleJa01,True,False,RB,2015,2017,A,3,40,1991-08-27,NA
Jeff Allen,AlleJe21,False,False,DB,1971,1971,A,1,1,1948-08-27,NA
Jeff Allen,AlleJe20,False,False,DB,1980,1982,A,2,25,1957-07-18,NA
Jeff Allen,AlleJe01,True,False,T,2012,2017,A,6,70,1990-01-08,NA
Jimmy Allen,AlleJi20,False,False,DB,1974,1981,A,8,110,1952-03-06,NA
Johnny Allen,AlleJo20,False,False,C-LB,1955,1958,A,4,48,1933-06-04,2010-03-03
Jonathan Allen,AlleJo01,True,False,DT,2017,2017,A,1,5,1995-01-16,NA
Josh Allen,AlleJo00,True,False,C,2014,2014,A,1,3,1991-10-30,NA
Keenan Allen,AlleKe00,True,False,WR,2013,2017,A,5,54,1992-04-27,NA
Kenderick Allen,AlleKe20,False,False,DT,2003,2006,A,4,31,1978-09-14,NA
Kevin Allen,AlleKe21,False,False,T,1985,1985,A,1,16,1963-06-21,NA
Larry Allen,AlleLa00,False,True,G-T,1994,2007,A,14,203,1971-11-27,NA
Lou Allen,AlleLo20,False,False,T,1950,1951,A,2,24,1924-07-12,2008-04-16
Lynn Allen,AlleLy20,False,False,WB,1920,1920,A,1,2,1898-12-20,1958-05-31
Marcus Allen,AlleMa00,False,True,RB,1982,1997,A,16,222,1960-03-26,NA
Marvin Allen,AlleMa01,False,False,RB,1988,1991,A,4,37,1965-11-23,NA
Matt Allen,AlleMa20,False,False,P,2002,2002,A,1,14,1977-10-23,NA
Nate Allen,AlleNa20,False,False,DB,1971,1979,A,10,108,1948-05-13,NA
Nate Allen,AlleNa99,True,False,DB,2010,2017,A,8,100,1987-11-30,NA
Patrick Allen,AllePa20,False,False,DB,1984,1990,A,7,106,1961-08-26,NA
Rashaun Allen,AlleRa00,True,False,TE,2014,2014,A,1,1,1989-05-25,NA
Ricardo Allen,AlleRi00,True,False,CB,2014,2017,A,4,46,1991-12-18,NA
Roger Allen,AlleRo20,False,False,G,2009,2012,A,2,6,1986-02-10,NA
Russell Allen,AlleRu00,False,False,LB,2009,2013,A,5,78,1986-05-05,NA
Ryan Allen,AlleRy01,True,False,P,2013,2017,A,5,80,1990-02-28,NA
Taje Allen,AlleTa20,False,False,DB,1997,2002,A,6,79,1973-11-06,NA
Terry Allen,AlleTe00,False,False,RB,1991,2001,A,10,130,1968-02-21,NA
Torrence Allen,AlleTo00,False,False,WR,2014,2014,A,1,0,1991-03-31,NA
Tremayne Allen,AlleTr00,False,False,TE,1997,1997,A,1,2,1974-08-09,NA
Will Allen,AlleWi20,False,False,DB,2001,2012,A,11,140,1978-08-05,NA
Will Allen,AlleWi21,False,False,DB,2004,2015,A,13,176,1982-06-17,NA
Kurt Allerman,AlleKu20,False,False,LB,1977,1985,A,9,125,1955-08-30,NA
Ty Allert,AlleTy20,False,False,LB,1986,1990,A,7,51,1963-07-23,NA
Don Alley,AlleDo00,False,False,WR,1967,1969,A,2,18,1945-04-21,NA
Aundrae Allison,AlliAu00,False,False,WR,2007,2008,A,2,26,1986-04-20,NA
Geronimo Allison,AlliGe01,True,False,WR,2016,2017,A,2,25,1994-01-18,NA
Henry Allison,AlliHe20,False,False,G-T,1971,1977,A,6,55,1947-02-11,NA
Jim Allison,AlliJi00,False,False,RB,1965,1968,A,4,43,1943-03-02,NA
Neely Allison,AlliNe20,False,False,E,1926,1928,A,3,24,1902-05-14,1970-02-21
Buddy Alliston,AlliBu20,False,False,LB,1960,1960,A,1,11,1933-12-14,NA
Bob Allman,AllmBo20,False,False,E,1936,1936,A,1,1,1913-01-28,NA
Brian Allred,AllrBr20,False,False,DB,1993,1993,A,1,4,1969-03-16,NA
Colin Allred,AllrCo99,False,False,LB,2007,2010,A,4,32,1983-04-15,NA
John Allred,AllrJo00,False,False,TE,1997,2002,A,5,53,1974-09-09,NA
Joe Allton,AlltJo20,False,False,T,1942,1942,A,1,11,1920-09-07,1989-02-26
Jeff Alm,AlmxJe20,False,False,DT,1990,1993,A,4,44,1968-03-31,1993-12-14
Beau Almodobar,AlmoBe20,False,False,WR,1987,1987,A,1,2,1962-10-25,NA
Kiko Alonso,AlonKi00,True,False,ILB,2013,2017,A,5,58,1990-08-14,NA
Gerald Alphin,AlphGe20,False,False,WR,1990,1991,A,2,16,1964-05-21,NA
Jon Alston,AlstJo20,False,False,LB,2006,2009,A,4,39,1983-06-04,NA
Lyneal Alston,AlstLy20,False,False,WR,1987,1987,A,1,3,1964-07-23,NA
Mack Alston,AlstMa00,False,False,TE,1970,1980,A,11,145,1947-04-27,2014-12-24
O'Brien Alston,AlstOB20,False,False,LB,1988,1989,A,2,19,1965-12-21,NA
Richard Alston,AlstRi20,False,False,WR,2004,2004,A,1,9,1980-11-20,NA
Mike Alstott,AlstMi00,False,False,RB,1996,2006,A,11,158,1973-12-21,NA
John Alt,AltxJo00,False,False,T,1984,1996,A,13,179,1962-05-30,NA
Jim Althoff,AlthJi20,False,False,DT,1987,1987,A,1,4,1961-09-27,NA
Tyson Alualu,AluaTy99,True,False,DT,2010,2017,A,8,126,1987-05-12,NA
Wilson Alvarez,alvarwil01,False,False,K,1981,1981,A,1,4,1957-03-22,NA
Steve Alvers,AlveSt20,False,False,TE-C,1981,1982,A,2,19,1957-04-04,NA
Steve Alvord,AlvoSt20,False,False,DT,1987,1988,A,2,27,1964-10-02,NA
Tom Alward,AlwaTo20,False,False,G,1976,1976,A,1,14,1952-10-13,NA
Lance Alworth,AlwoLa00,False,True,FL-WR,1962,1972,A,11,137,1940-08-03,NA
Lyle Alzado,AlzaLy00,False,False,DE-DT,1971,1985,A,15,196,1949-04-03,1992-05-14
Eugene Amano,AmanEu20,False,False,C,2004,2012,A,9,124,1982-03-01,NA
Jace Amaro,AmarJa00,True,False,TE,2014,2016,A,2,17,1992-06-26,NA
Ken Amato,AmatKe20,False,False,C,2003,2011,A,9,125,1977-05-18,NA
Jonathon Amaya,AmayJo00,False,False,DB,2010,2012,A,3,38,1988-11-25,NA
John Amberg,AmbeJo00,False,False,DB-HB,1951,1952,A,2,24,1929-03-06,2004-05-04
Ashley Ambrose,AmbrAs00,False,False,DB,1992,2004,A,13,192,1970-09-17,NA
Dick Ambrose,AmbrDi20,False,False,LB,1975,1983,A,9,116,1953-01-17,NA
John Ambrose,AmbrJo20,False,False,C,1932,1932,A,1,6,1910-03-24,1995-11-07
Walt Ambrose,AmbrWa20,False,False,G,1930,1930,A,1,1,1905-08-07,1968-01-18
Alan Ameche,AmecAl00,False,False,FB,1955,1960,A,6,70,1933-06-01,1988-08-08
Danny Amendola,AmenDa00,True,False,WR,2009,2017,A,9,111,1985-11-02,NA
David Amerson,AmerDa00,True,False,CB,2013,2017,A,6,68,1991-12-08,NA
Glen Amerson,AmerGl20,False,False,DB,1961,1961,A,1,14,1938-11-24,NA
Dave Ames,AmesDa00,False,False,HB-DB,1961,1961,A,2,12,1937-01-16,2009-08-04
Otis Amey,AmeyFr00,False,False,WR,2005,2005,A,1,11,1981-12-04,NA
Vincent Amey,AmeyVi20,False,False,DE,1998,1998,A,1,4,1975-02-09,NA
Richard Amman,AmmaRi20,False,False,DE-DT,1972,1973,A,2,28,1950-09-21,NA
Adrian Amos,AmosAd00,True,False,FS,2015,2017,A,3,44,1993-04-29,NA
Marty Amsler,AmslMa20,False,False,DE,1967,1970,A,4,37,1942-10-26,NA
Joe Amstutz,AmstJo20,False,False,C,1957,1957,A,1,11,1934-10-12,NA
Prince Amukamara,AmukPr00,True,False,CB,2011,2017,A,7,83,1989-06-06,NA
Norm Amundsen,AmunNo20,False,False,G,1957,1957,A,1,12,1932-09-28,NA
George Amundson,AmunGe00,False,False,RB,1973,1975,A,3,29,1951-03-31,NA
Vito Ananis,AnanVi20,False,False,HB-DB,1945,1945,A,1,1,1915-01-25,1994-09-03
Rudy Andabaker,AndaRu20,False,False,G,1952,1954,A,2,10,1928-08-01,2016-09-25
Kimble Anders,AndeKi00,False,False,RB,1991,2000,A,10,125,1966-09-10,NA
Jason Andersen,AndeJa20,False,False,G,1999,2002,A,3,19,1975-09-03,NA
Morten Andersen,andermor01,False,True,K,1982,2007,A,25,382,1960-08-19,NA
Stan Andersen,AndeSt20,False,False,T-E,1940,1941,A,3,22,1917-09-14,1986-09-24
Anderson,Andexx20,False,False,WB,1922,1922,A,1,1,NA,NA
Alec Anderson,AndeAl20,False,False,G,1921,1921,A,1,1,1894-06-17,1953-11-14
Alfred Anderson,AndeAl00,False,False,RB,1984,1991,A,8,108,1961-08-04,NA
Andre' Anderson,AndeAn23,False,False,RB,2010,2010,A,1,2,1988-05-01,NA
Anthony Anderson,AndeAn20,False,False,RB,1979,1980,A,2,32,1956-09-27,NA
Anthony Anderson,AndeAn21,False,False,DB,1987,1987,A,1,3,1964-10-24,NA
Antonio Anderson,AndeAn22,False,False,DT-DE,1997,1998,A,2,21,1973-06-04,NA
Aric Anderson,AndeAr20,False,False,LB,1987,1987,A,1,3,1965-04-09,NA
Art Anderson,AndeAr21,False,False,T,1961,1963,A,3,41,1936-10-09,NA
Bennie Anderson,AndeBe20,False,False,G,2001,2006,A,6,81,1977-02-17,NA
Bill Anderson,AndeBi20,False,False,DE,1945,1945,A,1,6,1921-01-06,NA
Bill Anderson,AndeBi00,False,False,E-TE,1958,1966,A,8,98,1936-07-16,2017-04-18
Billy Anderson,AndeBi01,False,False,DB-HB,1953,1954,A,2,19,1929-03-03,NA
Billy Guy Anderson,AndeBi21,False,False,QB,1967,1967,A,1,8,1941-02-17,1996-04-11
Bob Anderson,AndeBo01,False,False,HB,1963,1963,A,1,1,1938-03-31,NA
Bobby Anderson,AndeBo00,False,False,RB,1970,1975,A,6,54,1947-10-11,NA
Brad Anderson,AndeBr20,False,False,WR,1984,1985,A,2,27,1961-01-21,NA
Brandon Anderson,AndeBr23,False,False,DB,2009,2009,A,1,3,1985-12-10,NA
Bruce Anderson,AndeBr21,False,False,DE-DT,1966,1970,A,5,59,1944-01-18,NA
Bryan Anderson,AndeBr22,False,False,G,2004,2004,A,1,4,1980-03-30,NA
C.J. Anderson,AndeC.00,True,False,RB,2013,2017,A,5,58,1991-02-10,NA
Charlie Anderson,AndeCh20,False,False,DE-E,1956,1956,A,1,2,1933-09-02,2015-11-01
Charlie Anderson,AndeCh21,False,False,LB,2004,2010,A,7,94,1981-12-08,NA
Chet Anderson,AndeCh00,False,False,TE,1967,1967,A,1,14,1945-03-14,2007-03-14
Cliff Anderson,AndeCl00,False,False,E,1952,1953,A,3,21,1929-11-25,1979-03-16
Colt Anderson,AndeCo01,True,False,DB,2010,2017,A,8,84,1985-10-25,NA
Courtney Anderson,AndeCo00,False,False,TE,2004,2007,A,5,43,1980-11-19,NA
Curtis Anderson,AndeCu20,False,False,DE-DT,1979,1979,A,1,6,1957-05-16,NA
Curtis Anderson,AndeCu21,False,False,DB,1997,1997,A,1,9,1973-09-29,NA
Damien Anderson,AndeDa00,False,False,RB,2002,2005,A,4,35,1979-07-17,NA
Darren Anderson,AndeDa20,False,False,DB,1992,1998,A,8,74,1969-01-11,NA
David Anderson,AndeDa01,False,False,WR,2006,2011,A,7,67,1983-07-28,NA
Deon Anderson,AndeDe01,False,False,FB,2007,2010,A,4,39,1983-01-27,NA
Derek Anderson,AndeDe00,True,False,QB,2006,2017,A,12,76,1983-06-15,NA
Dick Anderson,AndeDi20,False,False,T,1967,1967,A,1,2,1944-01-26,NA
Dick Anderson,AndeDi00,False,False,DB,1968,1977,A,9,121,1946-02-10,NA
Don Anderson,AndeDo20,False,False,DB,1985,1987,A,2,16,1963-07-08,NA
Donny Anderson,AndeDo00,False,False,RB,1966,1974,A,9,126,1943-05-16,NA
Dunstan Anderson,AndeDu20,False,False,DE,1994,1997,A,2,10,1970-12-31,2004-05-31
Dwayne Anderson,AndeDw20,False,False,DB,1987,1987,A,1,1,1961-12-07,NA
Dwight Anderson,AndeDw21,False,False,DB,2004,2005,A,2,15,1981-07-05,NA
Eddie Anderson,AndeEd20,False,False,E,1922,1925,A,5,43,1900-11-13,1974-04-26
Eddie Anderson,AndeEd21,False,False,DB,1986,1997,A,12,159,1963-07-22,NA
Erick Anderson,AndeEr20,False,False,LB,1993,1994,A,2,10,1968-10-07,NA
Flipper Anderson,AndeFl00,False,False,WR,1988,1997,A,10,114,1965-03-07,NA
Fred Anderson,AndeFr20,False,False,DE-DT,1978,1982,A,4,38,1954-10-30,NA
Gary Anderson,AndeGa20,False,False,G,1977,1980,A,4,21,1955-09-22,NA
Gary Anderson,andergar02,False,False,K,1982,2004,A,23,353,1959-07-16,NA
Gary Anderson,AndeGa00,False,False,RB,1985,1993,A,9,111,1961-04-18,NA
Henry Anderson,AndeHe00,True,False,DE,2015,2017,A,3,29,1991-08-03,NA
Herbie Anderson,AndeHe20,False,False,DB,1991,1991,A,1,1,1968-11-19,NA
Hunk Anderson,AndeHu20,False,False,G-C,1922,1925,A,5,39,1898-09-22,1978-04-24
Jamaal Anderson,AndeJa98,False,False,DE,2007,2012,A,6,77,1986-02-06,NA
Jamal Anderson,AndeJa00,False,False,RB,1994,2001,A,8,88,1972-09-30,NA
James Anderson,AndeJa21,False,False,LB,2006,2015,A,12,133,1983-09-26,NA
Jason Anderson,AndeJa02,False,False,RB,2005,2005,A,1,1,1980-04-29,NA
Jerry Anderson,AndeJe20,False,False,DB,1977,1978,A,2,16,1953-10-27,1989-05-27
Jesse Anderson,AndeJe00,False,False,TE,1990,1993,A,5,35,1966-07-26,NA
Joe Anderson,AndeJo00,False,False,WR,2012,2013,A,2,9,1988-11-21,NA
John Anderson,AndeJo20,False,False,LB,1978,1989,A,12,146,1956-02-14,NA
Jonathan Anderson,AndeJo01,True,False,LB,2015,2017,A,3,31,1991-10-27,NA
Justin Anderson,AndeJu00,False,False,T,2012,2012,A,1,0,1988-04-15,NA
Justin Anderson,AndeJu01,False,False,LB,2014,2014,A,2,2,1991-01-16,NA
Ken Anderson,AndeKe00,False,False,QB,1971,1986,A,16,192,1949-02-15,NA
Ken Anderson,AndeKe20,False,False,DT,1999,1999,A,1,2,1975-10-04,2009-04-03
Kim Anderson,AndeKi20,False,False,DB,1980,1984,A,5,56,1957-07-19,NA
Larry Anderson,AndeLa20,False,False,DB,1978,1984,A,7,82,1956-09-25,NA
Marcus Anderson,AndeMa20,False,False,WR,1981,1981,A,1,12,1959-06-12,NA
Mark Anderson,AndeMa21,False,False,DE,2006,2012,A,8,98,1983-05-26,NA
Marques Anderson,AndeMa22,False,False,DB,2002,2005,A,5,54,1979-05-26,NA
Max Anderson,AndeMa00,False,False,RB,1968,1969,A,2,25,1945-06-06,NA
Mel Anderson,AndeMe20,False,False,WR,1987,1987,A,1,2,1965-08-29,NA
Mike Anderson,AndeMi00,False,False,RB,2000,2007,A,7,98,1973-09-21,NA
Neal Anderson,AndeNe00,False,False,RB,1986,1993,A,8,116,1964-08-14,NA
Ockie Anderson,AndeOc20,False,False,TB-BB-WB,1920,1922,A,3,29,1894-10-15,1962-01-25
Ottis Anderson,AndeOt00,False,False,RB,1979,1992,A,15,182,1957-01-19,NA
Paul Anderson,AndePa20,False,False,G,1925,1925,A,1,1,1902-02-06,1970-11-30
Preston Anderson,AndePr20,False,False,DB,1974,1974,A,1,14,1951-09-30,NA
Ralph Anderson,AndeRa00,False,False,E,1958,1960,A,2,22,1937-01-01,1960-11-26
Ralph Anderson,AndeRa20,False,False,DB,1971,1973,A,3,34,1949-04-03,NA
Rashard Anderson,AndeRa21,False,False,DB,2000,2001,A,2,27,1977-06-14,NA
Ri'Shard Anderson,AndeRi01,False,False,CB,2014,2014,A,1,0,1991-04-03,NA
Richie Anderson,AndeRi00,False,False,FB,1993,2004,A,12,161,1971-09-13,NA
Rickey Anderson,AndeRi20,False,False,RB,1978,1978,A,1,16,1953-05-21,NA
Robby Anderson,AndeRo04,True,False,WR,2016,2017,A,2,32,1993-05-09,NA
Roger Anderson,AndeRo20,False,False,DT-T,1964,1968,A,4,37,1942-11-11,NA
Ronnie Anderson,AndeRo00,False,False,WR,1998,1998,A,1,4,1974-02-27,NA
Ryan Anderson,AndeRy00,True,False,OLB,2017,2017,A,1,14,1994-08-12,NA
Scott Anderson,AndeSc20,False,False,C,1974,1976,A,2,7,1951-02-13,NA
Scotty Anderson,AndeSc00,False,False,WR,2001,2003,A,3,34,1979-11-24,NA
Stephen Anderson,AndeSt01,True,False,TE,2016,2017,A,2,28,1993-01-30,NA
Stevie Anderson,AndeSt00,False,False,WR,1994,1996,A,3,23,1970-05-12,NA
Stuart Anderson,AndeSt21,False,False,LB,1982,1985,A,5,40,1959-12-25,NA
Sugarfoot Anderson,AndeSu20,False,False,E,1947,1947,A,1,13,1920-02-10,2017-03-08
Taz Anderson,AndeTa00,False,False,TE,1961,1967,A,6,62,1938-11-15,2016-09-26
Terry Anderson,AndeTe20,False,False,WR,1977,1980,A,4,29,1955-01-10,NA
Tim Anderson,AndeTi20,False,False,DT,2004,2007,A,5,43,1980-11-22,NA
Vickey Ray Anderson,AndeVi20,False,False,RB,1980,1980,A,1,7,1956-05-03,NA
Vince Anderson,AndeVi00,False,False,DB,2010,2010,A,1,3,1984-12-08,NA
Warren Anderson,AndeWa20,False,False,WR,1977,1978,A,2,10,1955-07-03,NA
Will Anderson,AndeWi20,False,False,FB-BB-TB,1923,1924,A,2,4,1897-05-05,1982-04-24
William Anderson,AndeWi21,False,False,DB,1975,1976,A,2,15,1949-08-01,NA
Willie Anderson,AndeWi00,False,False,T,1996,2008,A,13,195,1975-07-11,NA
Winnie Anderson,AndeWi22,False,False,E,1936,1936,A,1,5,1909-11-10,1952-11-11
Zaire Anderson,AndeZa01,True,False,LB,2016,2017,A,2,32,1992-08-18,NA
Eric Andolsek,AndoEr20,False,False,G,1988,1991,A,4,61,1966-08-22,1992-06-23
Steve Andrako,AndrSt20,False,False,C-LB,1940,1940,A,1,5,1915-09-11,1980-11-30
Troy Andrew,AndrTr20,False,False,C,2001,2001,A,1,8,1977-12-12,NA
Al Andrews,AndrAl20,False,False,LB,1970,1971,A,2,22,1945-07-10,NA
Antonio Andrews,AndrAn00,False,False,RB,2014,2016,A,3,34,1992-08-17,NA
Billy Andrews,AndrBi20,False,False,LB,1967,1977,A,11,142,1945-06-14,NA
David Andrews,AndrDa00,True,False,C,2015,2017,A,3,44,1992-07-10,NA
George Andrews,AndrGe20,False,False,LB,1979,1984,A,6,80,1955-11-28,NA
Jaby Andrews,AndrJa20,False,False,WB-DB,1934,1934,A,1,2,1907-01-07,1995-11-15
John Andrews,AndrJo00,False,False,TE-RB,1972,1974,A,3,23,1948-11-02,NA
John Andrews,AndrJo20,False,False,DE-DT,1975,1976,A,2,28,1951-11-07,NA
Josh Andrews,AndrJo01,True,False,G,2014,2016,A,3,16,1991-06-21,NA
Mitch Andrews,AndrMi20,False,False,TE,1987,1987,A,1,8,1964-03-04,NA
Ricky Andrews,AndrRi20,False,False,LB,1990,1990,A,1,15,1966-04-14,NA
Roy Andrews,AndrRo20,False,False,G-T-BB-TB-E,1923,1927,A,5,30,1896-06-27,NA
Shawn Andrews,AndrSh55,False,False,G-T,2004,2010,A,6,63,1982-12-25,NA
Stacy Andrews,AndrSt21,False,False,T,2004,2011,A,8,94,1981-06-02,NA
Tom Andrews,AndrTo20,False,False,T-C,1984,1987,A,3,23,1962-01-11,NA
William Andrews,AndrWi00,False,False,RB,1979,1986,A,6,87,1955-12-25,NA
Willie Andrews,AndrWi20,False,False,DB,2006,2007,A,2,30,1983-11-02,NA
George Andrie,AndrGe00,False,False,DE,1962,1972,A,11,141,1940-04-20,NA
Plato Andros,AndrPl20,False,False,G-T-DG,1947,1950,A,4,46,1921-11-28,2008-09-22
Teddy Andrulewicz,AndrTe20,False,False,WB,1930,1930,A,1,11,1905-01-01,1996-01-03
Lou Andrus,AndrLo20,False,False,LB,1967,1967,A,1,8,1943-07-10,NA
Shane Andrus,AndrSh00,False,False,K,2009,2010,A,4,7,1980-10-02,NA
Sheldon Andrus,AndrSh20,False,False,DT,1986,1987,A,2,4,1962-10-05,NA
Sig Andrusking,AndrSi20,False,False,G,1937,1937,A,1,7,1913-01-18,1994-08-18
Zenon Andrusyshyn,AndrZe20,False,False,P-K,1978,1978,A,1,16,1948-02-25,NA
Joe Andruzzi,AndrJo21,False,False,G,1998,2006,A,9,122,1975-08-23,NA
Charlie Ane,AnexCh00,False,False,T-C,1953,1959,A,7,83,1931-01-25,2007-05-09
Charlie Ane,AnexCh20,False,False,C,1975,1981,A,7,105,1952-08-12,NA
Mark Anelli,AnelMa20,False,False,TE,2002,2002,A,1,2,1979-06-05,NA
Jim Angelo,AngeJi20,False,False,G,1987,1987,A,1,1,1963-08-23,NA
Bryan Anger,AngeBr00,True,False,P,2012,2017,A,6,96,1988-10-06,NA
Pat Angerer,AngePa99,False,False,LB,2010,2013,A,4,54,1987-01-31,NA
Elmer Angsman,AngsEl00,False,False,HB,1946,1952,A,7,83,1925-12-11,2002-04-11
Richard Angulo,AnguRi00,False,False,TE,2003,2008,A,4,27,1980-08-13,NA
Eli Ankou,AnkoEl00,True,False,DT,2017,2017,A,1,9,1994-06-08,NA
Jason Ankrah,AnkrJa00,False,False,LB,2014,2014,A,1,2,1991-02-28,NA
Scott Ankrom,AnkrSc20,False,False,WR,1989,1989,A,1,10,1966-01-04,NA
Dunc Annan,AnnaDu20,False,False,TB-WB-FB-BB-T,1920,1926,A,8,43,1895-08-10,1981-06-21
Blake Annen,AnneBl01,False,False,TE,2014,2014,A,1,5,1991-05-28,NA
Sam Anno,AnnoSa20,False,False,LB,1987,1993,A,8,102,1965-01-26,NA
Ezekiel Ansah,AnsaEz00,True,False,DE,2013,2017,A,5,73,1989-05-29,NA
Charles Anthony,AnthCh20,False,False,LB,1974,1974,A,1,13,1952-07-10,NA
Cornelius Anthony,AnthCo20,False,False,LB,2002,2003,A,2,17,1978-07-07,NA
Reidel Anthony,AnthRe00,False,False,WR,1997,2001,A,5,73,1976-10-20,NA
Stephone Anthony,AnthSt00,True,False,ILB,2015,2017,A,3,34,1992-07-28,NA
Terrence Anthony,AnthTe20,False,False,DB,1987,1987,A,1,1,1965-01-17,NA
Terry Anthony,AnthTe21,False,False,WR,1990,1991,A,2,10,1968-03-09,NA
Tyrone Anthony,AnthTy00,False,False,RB,1984,1985,A,2,31,1962-03-03,NA
Lionel Antoine,AntoLi20,False,False,T,1972,1978,A,6,68,1950-08-31,NA
Glenn Antrum,AntrGl20,False,False,WR,1989,1989,A,1,1,1966-02-03,NA
Houston Antwine,AntwHo00,False,False,DT-DE,1961,1972,A,12,156,1939-04-11,2011-12-26
Kenny Anunike,AnunKe00,False,False,DE,2014,2015,A,2,3,1990-05-22,NA
Chigbo Anunoby,AnunCh00,False,False,DL,2012,2014,A,3,0,1989-01-04,NA
Alex Anzalone,AnzaAl00,True,False,OLB,2017,2017,A,1,4,1994-09-22,NA
Steve Apke,ApkeSt20,False,False,LB,1987,1987,A,1,3,1965-08-03,NA
Chuck Apolskis,ApolCh20,False,False,E,1938,1939,A,2,2,1914-12-18,1967-05-10
Ray Apolskis,ApolRa20,False,False,C-G-LB,1941,1950,A,8,75,1919-10-19,1960-06-30
Clarence Appelgran,ApplCl20,False,False,G,1920,1920,A,1,4,1893-11-06,1960-05-06
Eli Apple,ApplEl00,True,False,CB,2016,2017,A,2,25,1995-08-09,NA
Jim Apple,ApplJi00,False,False,HB,1961,1961,A,1,3,1938-07-14,NA
Scott Appleton,ApplSc20,False,False,DT-DE,1964,1968,A,5,70,1942-02-20,1992-03-02
Antwan Applewhite,ApplAn99,False,False,LB,2008,2012,A,5,48,1985-12-31,NA
Marger Apsit,ApsiMa20,False,False,BB-LB-DB-TB,1931,1933,A,4,23,1909-06-05,1988-12-22
Ben Apuna,ApunBe20,False,False,LB,1980,1980,A,1,10,1957-06-26,NA
Leo Araguz,AragLe20,False,False,P,1996,2005,A,7,60,1970-01-18,NA
Evan Arapostathis,ArapEv20,False,False,P,1986,1986,A,1,5,1963-10-30,NA
Fred Arbanas,ArbaFr00,False,False,TE,1962,1970,A,9,118,1939-01-14,NA
Hasson Arbubakrr,ArbuHa20,False,False,DE,1983,1984,A,2,20,1960-12-09,NA
Charles Arbuckle,ArbuCh00,False,False,TE,1992,1995,A,4,42,1968-09-13,NA
Emmanuel Arceneaux,ArceEm00,False,False,WR,2011,2011,A,1,3,1987-09-17,NA
Lester Archambeau,ArchLe20,False,False,DE,1990,2000,A,11,147,1967-06-27,NA
Brandon Archer,ArchBr99,False,False,LB,2007,2007,A,1,6,1983-10-30,NA
Dan Archer,ArchDa20,False,False,G-T,1967,1968,A,2,22,1944-09-29,NA
David Archer,ArchDa00,False,False,QB,1984,1989,A,6,55,1962-02-15,NA
Dri Archer,ArchDr00,False,False,WR,2014,2015,A,2,20,1991-08-09,NA
Troy Archer,ArchTr20,False,False,DT-DE,1976,1978,A,3,38,1955-01-16,1979-06-22
Ben Archibald,ArchBe20,False,False,T,2005,2005,A,1,5,1978-08-26,NA
Mike Archie,ArchMi00,False,False,RB,1996,1998,A,3,23,1972-10-14,NA
Julie Archoska,ArchJu20,False,False,E,1930,1930,A,1,4,1905-03-13,1972-03-18
Adam Archuleta,ArchAd20,False,False,DB,2001,2007,A,7,103,1977-11-27,NA
Billy Ard,ArdxBi20,False,False,G,1981,1991,A,11,148,1959-03-12,NA
Tony Ardizzone,ArdiTo20,False,False,C,1979,1979,A,1,16,1956-12-19,NA
Tony Arena,ArenTo20,False,False,C-LB,1942,1942,A,1,1,1918-07-02,2005-03-12
Javier Arenas,ArenJa99,False,False,DB,2010,2014,A,5,69,1987-10-28,NA
Joe Arenas,ArenJo00,False,False,HB-DB,1951,1957,A,7,84,1925-12-12,NA
Arnie Arenz,ArenAr20,False,False,BB-LB,1934,1934,A,1,3,1911-10-13,1985-01-31
Bob Argus,ArguBo20,False,False,WB-FB-TB-BB,1920,1925,A,6,36,1894-01-21,1945-12-08
Gump Ariail,AriaGu20,False,False,E,1934,1934,A,2,2,1908-12-29,2001-02-10
Jake Arians,arianjak01,False,False,K,2001,2001,A,1,10,1978-01-26,NA
Mike Ariey,ArieMi20,False,False,T,1989,1989,A,1,1,1964-03-12,NA
Obed Ariri,aririobe01,False,False,K,1984,1987,A,2,18,1956-04-07,NA
David Arkin,ArkiDa00,False,False,OL,2012,2016,A,4,4,1987-10-07,NA
Alex Armah,ArmaAl00,True,False,FB,2017,2017,A,1,9,1994-05-17,NA
Thurston Armbrister,ArmbTh00,True,False,LB,2015,2016,A,2,30,1992-12-25,NA
JoJuan Armour,ArmoJo20,False,False,DB,1999,2002,A,4,38,1976-07-10,NA
Justin Armour,ArmoJu00,False,False,WR,1995,1999,A,4,39,1973-01-01,NA
Phil Armour,ArmoPh20,False,False,C,2000,2000,A,1,3,1976-12-09,NA
Loyd Arms,ArmsLo20,False,False,G,1946,1948,A,3,27,1919-09-24,1999-06-18
Arik Armstead,ArmsAr01,True,False,DE,2015,2017,A,3,30,1993-11-15,NA
