srid,dob,dod
PeifDa20,1951-03-29,
HineJe00,1987-11-11,
RiceJe01,1991-07-27,
RossAd20,1975-02-19,
BadaJo20,1922-01-27,1999-12-12
ThomHe20,1964-02-12,
GrunTi20,1968-05-17,
OnesLa20,1938-11-12,
PoolDa20,1966-12-20,
GiblRo20,1952-11-18,
ElkiCh20,1899-08-16,1966-08-00
HuffKe20,1953-02-21,
UlinHa00,1925-04-04,2008-04-20
JohnWa21,1963-11-13,
PricEd00,1925-09-02,1979-07-21
SilbIa00,1992-10-10,
GreeCu20,1957-06-03,
KeenBo20,1919-08-26,2010-03-20
FranEl20,1957-07-09,
DonnLa00,1988-11-01,
GrahDa00,1978-11-16,
SciaJo20,1954-03-02,
SpikIr00,1970-12-21,
HickEr20,1976-06-17,
ONeaOr00,1983-09-08,
CoopBu20,1913-04-14,1998-08-11
BillJo20,1919-12-01,2012-03-16
ThomLa20,1963-12-12,
HaniCa00,1985-09-11,
RoudGe20,1894-01-25,1992-02-29
EdwaAn20,1970-03-10,
GreeDo20,1948-07-12,
BarkHu20,1918-11-12,1994-04-06
HamxC.00,1993-07-22,
KindHo21,1941-06-22,
SiveJi20,1914-03-12,1997-03-16
KircMa20,1959-10-19,
SwinEr20,1978-10-08,
McWaBi00,1942-08-01,
RogeDo20,1936-12-04,
SchlJo20,1978-05-23,
WillSa20,1931-03-09,2013-04-25
NuneRa00,1993-07-03,
CollSt20,1963-04-19,
YounBo00,1942-09-03,1995-06-17
CarlCo00,1963-11-05,
MillZa01,1985-12-11,
FridLa20,1958-01-23,
BratZe00,1931-10-20,
WilsTo00,1932-09-01,2006-12-31
AdamFl00,1975-05-18,
HopkDe00,1992-06-06,
BurtKe00,1984-10-29,
HowaBr21,1959-03-06,
TrulDo00,1941-10-20,
GouvKu20,1964-09-14,
SparEd20,1898-07-29,1974-05-19
WilsWa00,1959-02-01,
LiggBo20,1946-12-08,
DiReFr20,1961-01-28,
DeMaEn20,1980-09-07,
WillDa23,1966-06-21,
MintJo20,1894-07-12,1976-02-25
McDoTe00,1992-07-17,
FortMa00,1985-12-10,
CounJo00,1939-02-28,2004-02-21
BuckGa20,1897-10-16,1975-11-14
SherRo00,1944-12-25,
HarlCh20,1894-09-15,1974-04-21
BaylTi20,1954-05-23,
PastFr20,1920-12-16,1960-07-10
AndeJo00,1988-11-21,
MarsBr01,1989-09-10,
HoltGl20,1930-10-09,1980-05-06
DaykTo20,1955-05-13,
McCaRe00,1956-06-16,
TercSc20,1981-10-28,
GrooEl20,1953-05-20,
GiviEr00,1964-09-03,
PortLe00,1947-03-07,
SmitDe04,1992-03-03,
MickJo20,1970-11-29,
GreeAl23,1940-04-15,
StewAr00,1993-12-08,
BlanCa00,1961-08-17,
YelvDi20,1928-07-27,2013-02-24
MuliEd20,1974-09-01,
KeetBr00,1993-02-24,
ElliKe98,1987-01-08,
DepnJo20,1906-06-27,1984-01-20
KaplKe20,1960-01-12,
FishEr00,1991-01-05,
WrigKe20,1977-09-14,
MorsBu20,1910-12-05,1995-05-22
BarnBi00,1935-05-14,
HestDe99,1982-11-04,
RichRa20,1953-12-28,
BrigBo20,1945-04-28,1997-05-05
WilsMa01,1988-09-21,
SchiAl20,1919-10-17,1995-11-27
MillJi22,1957-07-05,
McShJo20,1899-12-13,1985-12-21
KeyeMa20,1973-10-20,
CurrSh20,1968-04-07,1992-05-03
TurnPa01,1993-05-10,
MillZa02,1984-10-04,
BlacMi20,1961-01-18,
GreeKe20,1956-05-08,
HousBi00,1951-08-22,
KrakJo22,1962-11-11,
PearJ.20,1963-08-17,
OmonXa00,1985-02-15,
CrinJu00,1989-12-12,
LordJa21,1981-01-10,
DuprCh20,1933-11-11,
CainPa20,1962-10-01,2016-03-14
BootDi20,1918-07-13,1987-11-25
HestJa00,1985-05-08,
BlacLy20,1951-05-24,
BullCh20,1969-03-03,
SettJo00,1965-06-02,
JoneSe01,1992-08-09,
SuttMi23,1951-05-10,
MitcBr21,1968-12-13,
OlseGr00,1985-03-11,
LovaRi00,1992-09-09,
DayxAl20,1938-03-16,1979-04-26
GibbSo00,1939-10-25,
BovaTo20,1917-08-21,1973-10-16
MajoBi20,1938-11-07,1965-10-18
ConjLa00,1945-10-28,
FoxxJa20,1988-05-02,
MoorAl21,1909-03-12,1968-09-21
CofiTi20,1963-05-18,
JackLe01,1939-12-08,
KennCo00,1968-08-23,2017-05-23
KoshJu20,1917-12-25,2001-01-05
SchiPa00,1988-10-12,
GrahKe00,1968-11-01,
KiblBi20,1897-04-05,1985-12-26
MorrJa20,1931-11-01,
RogeSt20,1952-03-10,
LiljGe20,1958-03-03,
HoldWa20,1975-11-22,
GreeAr00,1947-09-18,
NovoRa20,1907-10-12,1995-05-30
GainBo00,1929-06-21,2016-11-14
HillLe00,1984-07-30,
MarkSe99,1987-02-23,
OdenMc20,1958-03-28,
VoigBo20,,
EspiAl20,,1961-03-25
WhalJa00,1977-12-11,
ArmsBo20,1909-02-16,1990-02-28
MaleJo00,1988-05-26,
HillCa00,1947-01-02,
HitcJi20,1970-11-09,
FredTu00,1943-01-12,
BarbRu20,1944-12-24,
McCaLe20,1895-06-14,1968-09-05
JohnAl22,1979-01-27,
HamlMi99,1985-11-21,
HoltJo00,1991-08-22,
DiseLe20,1915-11-07,1985-05-13
LeexKe20,1957-12-22,
RobeWi00,1962-08-05,
HillMa21,1982-08-07,2007-05-28
SimmSt20,1968-08-05,
ScarBo00,1939-01-07,
JoneDo00,1987-12-17,
MarrDo20,1964-07-25,
TuckTr20,1963-09-19,
HallRo02,1983-12-08,
KaisJa20,1973-11-09,
OgbuEm00,1990-08-17,
HornCh00,1977-07-13,
NeidJo20,1946-06-18,
MossBr20,1972-01-30,
CobbCe00,1981-01-09,
TaylLi00,1935-08-15,
OldsBi00,1951-02-21,
HellWi00,1981-02-28,
ScotBo20,1895-08-08,1973-08-00
PaulWh20,1953-10-08,
PopeBu00,1941-03-23,
HavrSa00,1947-12-13,
LarsLe20,1975-04-03,
BryaJo20,1897-02-28,1966-07-01
DiggNa20,1978-07-08,
SandJu20,1982-02-22,
WashDo98,1986-07-28,
WrigGe20,1947-03-03,
WoolBu00,1960-03-01,
WegeTe00,1932-04-17,1986-02-18
KorsR.20,1966-06-27,
HarrIk00,1952-11-27,
ByhaNa00,1988-06-27,
KaniJi20,1941-12-17,
WhitAs00,1989-05-19,
KercBo20,1919-01-14,2004-01-04
OgunAd00,1977-08-09,
KapiJe20,1984-08-23,
ChriBr20,1977-05-10,
DaviTh00,1975-03-24,
BrowTo21,1940-12-12,
PhilRa99,1986-09-14,
TeltJo20,1964-03-08,
MeltHe99,1986-10-11,
RediRu20,1896-12-31,1969-09-26
jaegejef01,1964-11-26,
StepBi20,1904-07-28,1993-07-25
BushBl20,1956-11-25,
TarrJi20,1906-09-26,1995-05-06
CrutDw00,1959-09-30,
suishsha01,1981-12-29,
BrowCu01,1988-09-24,
StalTi20,1966-08-26,
BattCl20,1910-05-01,1981-04-28
MendRa00,1987-06-19,
GoodJo22,1960-03-18,
ArndDi20,1944-03-12,
LowePa00,1936-09-27,
MiodEd20,1931-10-28,2010-09-08
WillRi21,1960-08-13,
MitcMa01,1992-07-20,
DowtMa00,1989-01-22,
CoxxGr20,1965-01-06,
PierBe00,1991-05-10,
DudlKe00,1982-01-02,
bentlsco01,1974-04-10,
FaulCh20,1960-04-13,
HainHo20,1907-02-25,1965-08-17
BrowRu20,1962-05-19,
MackEa20,1941-01-15,2009-11-09
AndrWi00,1955-12-25,
TurnCa20,1960-04-10,2012-09-03
ReedTo00,1955-03-30,
CampBo20,1908-05-17,1995-10-22
DaviDo02,1989-07-17,
ShipJo00,1985-12-23,
BradJi21,1939-01-13,
NormJo20,1956-10-15,
RudoJo20,1972-07-21,
GaulFr20,1926-08-08,2013-09-15
JackTe20,1955-12-09,
RussAl20,1923-08-22,1995-02-14
RayeJi21,1968-11-24,
BarnKe00,1990-04-28,
TaylHu00,1923-07-06,1992-10-31
PollAl20,1928-09-07,2002-03-03
DysoMa20,1972-08-01,
HaynVe00,1979-02-17,
BrewMi00,1989-07-27,
GradGi00,1988-11-05,
KilsDa20,1960-08-11,
KellEr00,1943-12-17,
BeckBr20,1944-01-12,
KochGe20,1919-07-02,1966-09-05
LewiGa21,1961-01-14,
AlfoBr01,1921-09-12,2010-05-08
ZoriCh20,1969-03-13,
KampAa99,1979-11-30,
ElliJa00,1979-10-05,
DorsEr20,1964-08-05,
McClTo20,1977-02-16,
EndrVi20,1903-05-25,1970-08-29
KirkMi00,1954-06-29,
JoneTe21,1956-11-08,
HallCa20,1979-01-16,
FoulEl20,1961-07-04,
FellMa20,1963-02-26,
HickMi20,1973-02-01,
ReesAl20,1973-04-29,
BakeKe20,1957-06-04,
SierSt21,1923-04-05,1968-05-00
BelkBi20,1946-02-19,
TerrRa20,1919-06-29,1997-02-11
GrosRa00,1952-09-20,
HymeRa00,1979-08-07,
SwitVe20,1932-08-06,
WillMi04,1987-05-18,
JeanLe01,1988-02-05,
CheeRi20,1948-01-19,
LandGr00,1946-12-18,
SuttAr20,1941-11-02,2015-08-29
WillBe00,1954-09-01,
SimsJa20,1962-04-21,
JoinTi20,1961-01-07,
GrifGl00,1940-12-01,
JackRa23,1987-01-15,
JohnEd21,1959-02-03,2003-01-21
ChriTo00,1956-08-03,2013-11-13
CasePe20,1940-12-27,2008-12-18
QuarKe01,1992-01-23,
SidlJi00,1943-02-07,1999-11-14
MethRu20,1897-06-27,1971-09-17
SnydJi20,1909-03-10,1939-06-29
GundHe20,1913-07-16,2005-05-05
WymsEl20,1979-04-12,
AlleTa20,1973-11-06,
HarrDi20,1937-07-24,
NewkRo20,1977-03-06,
BeckJo22,1900-02-06,1974-12-31
PaweJo20,1986-12-08,
WordMa20,1975-11-23,
BrowJa22,1972-04-24,
ConnDa21,1982-09-02,
BurtLe00,1935-03-13,
NowaBo20,1918-02-03,1971-03-21
BrowCo23,1985-08-29,
GromBi00,1936-07-17,
BettJe00,1972-02-16,
ComeHo20,1900-06-10,1950-06-28
BakeAr00,1937-12-31,
ChriHe20,1954-04-07,
MontWi00,1954-09-16,
McDoKe01,1977-05-18,
BravJa20,1959-09-10,
NiemWa20,1894-04-21,1967-12-05
DegrTo20,1962-04-25,
NewtTi20,1963-03-23,
CrenWi00,1941-07-16,
McAuJa20,1901-05-21,1971-12-17
HarrMa22,1942-07-08,
RossOl20,1974-09-27,
YounVi00,1983-05-18,
schuberi01,1962-05-28,
DillPh99,1986-12-10,
SummBo20,1927-03-19,2017-05-04
ThomDa20,1970-12-15,
TaylCl00,1952-05-10,2010-03-23
JensJe20,1975-02-26,
ShooFr20,1919-03-30,1992-04-16
WrigSh00,1987-04-08,
BoucSc20,1958-09-15,
DaviJa21,1932-03-12,2013-01-01
McDoBo22,1921-03-19,2003-08-10
DaviCh24,1979-11-08,
SwisMi20,1927-04-22,1973-11-24
DeweBi20,1917-01-02,2000-01-19
RossJa00,1987-10-03,
OtteRy01,1990-04-07,
SealRi00,1995-03-15,
GudeHe20,1918-02-25,1998-10-06
WillCh22,1972-02-02,
kasayjoh01,1969-10-27,
ElmoRi00,1988-02-01,
CampBr20,1988-05-25,
CarsJo00,1930-01-31,2009-04-01
KeseBo20,1965-01-09,
AndrPl20,1921-11-28,2008-09-22
HarpNi20,1974-09-10,
CordOl21,1943-06-20,
RhinCo20,1977-02-07,
HarrLe00,1960-11-27,
HartLe01,1928-11-02,2002-09-24
ClinDe20,1958-04-13,
SmitSi20,1948-07-06,
DarrMa00,1992-07-02,
VettJa20,1920-10-30,2012-10-27
BordBr00,1995-07-22,
HallPa20,1916-12-10,2005-02-08
WellCh00,1988-08-07,
OrloDa00,1983-08-18,
StevNo20,1910-07-20,2004-03-23
MoseHa00,1946-07-27,
RossDe20,1980-01-05,
SalsJi20,1932-08-08,2002-03-29
BrowIv00,1969-08-17,
FloyWi00,1972-02-17,
BlacWi20,1984-10-27,
WhitJo21,1978-08-05,
HartCl20,1977-07-20,
TaylHe21,1984-09-22,
TimeKe20,1956-01-01,
BuckCo00,1978-10-06,
ButlBo20,1940-10-27,
BlacTi20,1955-01-03,
PageCh99,1983-05-20,
SpriHu20,1896-09-18,1961-12-11
GrahOt00,1921-12-06,2003-12-17
KennDe00,1991-06-24,
TuppJe20,1962-12-26,
GranBi20,1974-03-11,
OffeJo00,1964-08-17,
ClinTo20,1948-07-25,2018-07-23
HarpJo20,1960-06-12,
DarbBy20,1960-06-04,
AndeMe20,1965-08-29,
RostPe20,1961-07-29,
WestLe00,1993-01-03,
LeviAn00,1987-03-27,
ForeHe20,1931-04-14,
LamaJo20,1916-01-10,1996-04-22
RileVi20,1974-11-04,
LongCh99,1985-03-28,
PeatAn00,1993-11-04,
PoweMa01,1955-08-30,
VickLe00,1981-03-13,
PaytJo00,1993-09-01,
BarbDo99,1986-08-02,
SmitEr21,1971-09-15,
NaumJo20,1919-09-30,1982-09-23
HarrNa20,1979-02-25,
hustemic01,1970-06-16,
NeadSp00,1977-11-03,
ZookJo00,1947-09-24,
HillMa20,1976-01-02,
DrazCh00,1927-08-07,1992-02-27
GrahHa00,1971-03-21,
HallNe20,1902-11-11,1993-03-06
StraTi20,1959-09-27,
ThibJi21,1940-06-14,
LyonBa20,1907-03-30,1970-12-22
CookCo00,1993-01-29,
DucoMo20,1897-08-28,1937-03-25
Ricexx20,,
BradBy20,1937-12-12,
SancLu20,1961-10-28,
McDoPa00,1958-02-23,
PaluJo00,1935-05-23,2003-04-22
MilsCh20,1937-11-21,
BrowPr20,1958-03-02,
HuffJo00,1991-10-14,
WinsDe20,1968-09-14,
ConoLa20,1894-05-21,1945-08-04
BennJu20,1920-02-27,1992-10-02
SmitDe98,1986-07-17,
MorrPo20,1892-03-02,1980-04-28
WhitCr20,1961-10-08,
McKnJo00,1988-04-16,2016-12-01
BrooTo00,1931-12-16,2010-01-29
HallRo00,1964-03-15,2007-05-19
BuffDo20,1944-06-27,2015-04-20
CarsCh00,1994-09-16,
FoucDa00,1989-01-07,
RunkGi20,1891-06-02,1976-10-26
BoltRo20,1950-04-16,
BassDi20,1915-01-01,1973-08-12
WetnRy00,1970-11-05,
ForrTo20,1952-04-11,
RatkRa20,1939-11-10,
ThomDe22,1958-02-21,
ScibJo00,1939-04-19,1991-12-11
WillDo02,1948-03-12,
FostAr00,1986-08-24,
HuntGr20,1970-09-22,
McDoxx20,,
MinoCl20,1951-04-21,
JamePh20,1964-12-03,
OrliDa20,1924-12-21,
HartKe21,1953-12-10,
FinlJe00,1987-03-26,
CoviCh00,1993-10-16,
OlivSh20,1981-10-07,
WingCh20,1971-05-28,
GrigBo20,1981-11-15,
HamaJa20,1918-08-18,1972-08-30
ShulDa20,1959-05-28,
CookEd00,1935-05-03,
RichGa20,1965-10-09,
HardDe20,1964-04-21,
WoodBo20,1945-01-24,
McChMa20,1981-11-06,
MaguPa20,1938-08-22,
WalkMi22,1949-11-07,
LyncAa00,1993-03-08,
DierDa00,1949-06-29,
SpenSe00,1990-06-07,
SappRi99,1986-11-14,
GofoDe20,1955-03-20,
ThomLe00,1969-02-03,
CampEa00,1955-03-29,
NelsTo00,1986-12-04,
BennAn20,1967-11-29,
DoelFr20,1938-09-27,
KatoMi20,1958-01-30,
WillRo24,1945-07-01,
KeyxWa20,1946-10-14,
GreeVa20,1951-04-21,
DaviMa21,1952-05-25,
StepRo20,1966-06-14,
MattRi00,1989-10-12,
AndeJu01,1991-01-16,
AuerJi20,1962-01-04,
LeexRe00,1980-10-12,
VandSk20,1946-12-04,
McCaBo01,1993-08-18,
KluwCh20,1981-12-24,
MartCu00,1973-05-01,
ONeaSt20,1946-02-04,
CobbRo20,1957-10-12,1995-04-09
KersWa20,1959-12-08,
ColeFr21,1953-06-26,
VairDo20,1913-11-02,2002-07-31
HollEr20,1960-09-05,
WillJa03,1968-03-29,
JameJe20,1977-01-12,
KingHe20,1945-01-25,
MasoLi20,1955-08-01,
JacoAl00,1941-05-19,2014-04-22
TowlTh20,1905-01-01,1960-10-19
BurkVe00,1941-04-30,
JohnDo21,1931-10-31,
WyatAn20,1975-07-18,
HamiMa99,1984-02-17,
BujnGl20,1953-12-20,
ClaxBe20,1980-07-30,
SmitKo00,1984-12-15,
BranKe20,1949-02-03,
GrifRo00,1970-11-30,
WillSa23,1974-12-14,
HazeMa00,1933-08-02,1987-01-13
LaLoRo20,1942-01-06,
BrewBi20,1934-10-08,
RootJi20,1931-08-17,2003-05-26
WycoDo20,1903-09-16,1981-10-27
GrbaEl00,1970-08-13,
SeifMi20,1951-03-30,
DunnJa00,1973-11-15,
HullMi00,1945-01-02,
FranPa21,1963-08-16,
JoneJi01,1941-03-03,
JacoNi00,1991-10-13,
TaylLa00,1959-02-04,
FlowBr99,1986-02-18,
ShanBo20,1943-03-27,2007-06-19
YarbEd01,1993-04-24,
LoepDi20,1922-01-01,2010-10-31
HayeJa00,1973-03-27,
LiniJa20,1927-06-27,2002-08-30
ArmsOt00,1950-11-15,
KoepDi20,1943-07-23,2010-03-10
KingMi99,1986-05-05,
MackKh00,1991-02-22,
RabaCa20,1977-09-24,
HousDa00,1989-07-10,
WalkDa00,1985-10-21,
DennGl00,1961-11-17,
StriAr20,1954-01-30,
ParkCh21,1972-12-31,
FannMa00,1987-12-04,
MandMi20,1921-03-16,1985-12-07
KonzJa00,1986-07-02,
JackBo22,1936-01-10,2009-10-12
FostLa00,1976-11-07,
MontJi20,1922-03-18,1992-08-14
ParsBo00,1950-06-29,
DemmJo20,1904-03-05,1970-03-00
BellBl00,1991-08-07,
StovMa00,1985-02-21,
FrazMo00,1993-08-30,
SealEu20,1964-06-03,
BoreNi20,1905-03-02,1992-12-12
WatsTe00,1993-08-22,
StepSy20,1984-12-06,
EverSt20,1970-08-21,
MillDe00,1991-09-14,
BlanJe20,1956-12-20,
PerkKe00,1994-11-19,
HarrJa00,1968-01-04,
GambBo20,1929-02-05,2008-10-25
GoolSh20,1917-07-24,1975-05-07
TelfRa00,1992-05-16,
McQuPa21,1983-04-30,
NorsMi20,1964-08-22,
McDaRa00,1964-12-19,
DaveJu00,1995-01-09,
LittLa00,1945-11-02,
DawkDa00,1966-10-30,
SmitAl00,1942-11-20,2000-05-00
StepJo21,1914-01-15,1996-09-10
SmitMa01,1985-01-11,
SuttMi22,1975-04-21,
MagnJa20,1903-07-22,1977-09-20
PridTo20,1956-04-29,
PaceVi20,1920-05-28,1990-04-01
CaulJe00,1983-08-06,
McGiLe21,,1963-02-01
MarcRo20,1932-07-16,
JohnBr98,1986-05-02,
BurlNa00,1981-08-19,
LambWa20,1920-12-21,1991-01-05
PlumTe01,1993-06-20,
FiedBi20,1914-11-10,1976-02-00
SharLu00,1960-06-16,
SpeaMa20,1971-09-28,
ColcDa20,1935-05-27,2014-04-27
MullLe20,1908-04-01,1985-11-14
JackVe20,1963-08-14,
MallLe20,1907-12-08,1982-07-31
BowlAn20,1945-09-25,
WiskJe20,1959-10-17,
CarpLe00,1932-01-12,2010-11-14
RichRe20,1963-04-13,
CartLo00,1953-02-06,
DaugRo20,1958-03-17,
VanDCh20,1901-02-12,1962-09-22
BailVi00,1970-07-03,
JameCl00,1943-11-07,2013-02-25
CornPa00,1989-03-15,
GrafDa20,1953-08-05,
JackGe20,1956-03-05,
ScotGu20,1982-05-21,
WillDe05,1986-07-06,
PleaMa20,1965-06-28,
GreeDo23,1904-05-01,1961-03-28
McDoDw00,1951-05-24,
BankGa00,1981-11-04,
StitCl00,1985-05-19,
LoweRe20,1975-06-14,
WebbAr20,1888-06-19,1954-12-31
WallCr20,1958-12-24,
SmitC.00,1993-05-10,
MorsMi00,1992-04-21,
PittSw20,1908-02-23,1975-12-24
McGeHa20,1905-04-27,1983-10-28
ScraBo00,1936-03-26,
DeLuTo20,1960-11-16,1999-04-16
StudLe20,1958-12-14,
RogeFr00,1927-12-12,2002-06-02
BarrDa21,1959-09-09,
WillKe21,1959-02-07,
GateLi00,1982-03-13,
CrawRu20,1955-05-21,
RichJo20,1945-05-25,
MoorBu20,1958-12-01,
HueyGe20,1947-07-20,
HillFr00,1943-08-13,
EvanJa20,1905-08-05,1980-03-11
IrviTe20,1906-10-09,1978-02-11
FonoFo00,1991-11-15,
MartJa21,1984-04-18,
ThomDe00,1977-07-05,
BrowBo20,1952-09-25,
PetrBo20,1944-11-07,
SoreRe20,1953-09-10,
HolbCo00,1994-07-08,
RobeMi01,1994-05-07,
HarrOr20,1983-06-03,
BoffCo00,1991-08-29,
GarcJe01,1993-12-24,
PresDa00,1955-05-29,
LeonBi20,1927-04-27,2006-07-20
ScarCa20,1911-03-09,
KellEr20,1977-01-15,
SmitJa22,1986-04-30,
ArenTo20,1918-07-02,2005-03-12
AverDo20,1921-02-10,2006-08-08
WhamTo00,1924-11-22,2006-12-25
BernKe20,1951-09-06,
BartSt01,1964-07-15,
RandDa00,1992-08-29,
HeywRa20,1921-09-11,2007-04-10
PeteLa20,1966-01-18,
NickGe20,1928-05-05,1985-01-17
McCrJo00,1992-05-31,
BensCl00,1961-08-28,
FlorTo00,1937-03-21,
KeleSe00,1990-05-10,
HeimSt20,1957-06-09,
WashCo01,1991-12-29,
NelsBo21,1959-03-03,
ThomKi20,1977-06-19,
FerrDi00,1981-08-06,
DyexLe20,1916-07-15,2000-08-11
SusoNi20,1921-04-15,1967-01-31
BassAn20,1975-03-27,
ObroMi20,1955-10-11,
HardBu00,1954-10-21,
DoddKe00,1992-07-14,
BrunSa20,1943-12-13,
SamuCh00,1977-07-28,
MumpLl20,1946-12-20,
McClCe20,1975-09-15,
HopkDu00,1990-10-01,
McDaTe00,1965-02-08,
RossRa00,1990-02-02,
FultTe20,1905-11-05,1991-03-02
SimmEd20,1963-12-31,
MoorMo20,1945-07-24,
CameJo00,1988-08-07,
HapePa00,1974-06-06,
SchlCa00,1987-11-07,
MoorSh00,1968-04-04,
MacDAl20,,
KortSt20,1960-01-15,
FrazLe20,1959-04-03,
KrolBo20,1950-06-09,
HallDa00,1978-09-20,
SealSa20,1962-10-06,
BellKe01,1964-11-16,
PeerCe00,1986-10-10,
KerlJe00,1988-11-08,
BurrCl20,1956-09-04,
WhitDe01,1991-10-16,
VandAl20,1920-10-25,2014-02-02
RienJo20,1963-03-22,
ClifKy20,1962-08-23,
MoorAl00,1959-05-03,
EdebKa00,1989-08-17,
McClTy20,1974-11-23,
JameKe00,1991-06-29,
ClasBo20,1960-09-28,
PetrMi20,1987-05-11,
MorgDo20,1975-09-18,
EvanDa21,1959-05-01,
FlemMa00,1942-01-02,
DaviJe24,1924-01-05,2006-10-18
HardAd20,1970-08-16,
SelmDe20,1953-11-19,
ThigTy00,1984-04-14,
BranPh20,1898-09-27,1970-11-20
ReitAu00,1991-11-27,
KodbJo20,1922-02-27,2005-09-07
WaltLe20,1937-02-13,
LaveRo20,1963-09-08,
GordLe00,1978-04-09,
ShegRo20,1963-03-02,
WilsSt00,1961-08-23,
CareBo20,1930-02-08,1988-10-25
AndeRi01,1991-04-03,
ZehrHe20,1905-12-20,1955-03-16
CoheAb20,1933-03-23,2001-03-08
RadoBi20,1915-06-24,2002-03-06
OnwuJa00,1994-09-04,
CartJa20,1970-11-16,
SturDi20,1904-03-08,1978-12-04
HatcMa00,1974-05-01,
YakaRa20,1957-01-20,
NelsDa20,1961-10-27,
OldhJi20,1903-06-04,1974-08-21
ConlGe20,1914-08-22,2005-07-16
WilcFi20,1901-12-21,1962-08-02
GreeCh99,1983-01-12,
MoteBo20,1943-01-29,
SteeAn00,1990-05-09,
HobbEl20,1983-05-16,
BlouMe00,1948-04-10,
HendJo21,1962-10-09,
PaysSp00,1988-06-28,
StroSa00,1986-01-03,
KendEr00,1992-02-29,
SpivSe20,1964-08-02,
HowsJu00,1992-09-11,
KellJi20,1892-11-09,1964-08-00
SladCh01,1992-05-04,
Mathxx20,,
CoxxKe20,1985-08-17,
SelbRo20,1967-10-11,
TurnTo20,1957-07-09,
McCoTo21,1930-05-16,2012-09-20
BushDe00,1993-08-14,
HoheMi20,1961-02-22,
MorrFr00,1926-10-07,
JordTi20,1964-04-26,
MatuJo20,1950-10-25,1989-06-17
TrimSt20,1958-05-11,2011-07-11
GaueCh20,1921-09-24,1973-10-22
UngeMa20,1986-04-14,
HookMa00,1996-04-02,
McElRe20,1960-03-04,
BellKe20,1980-07-02,
BailMo20,1938-04-22,2015-06-18
WillKe01,1964-09-30,
StokFr20,1964-03-14,
BailTe20,1944-08-12,
PratQu00,1991-04-25,
JackMa20,1957-06-08,2012-02-05
TollEd20,,1940-11-29
GentBy20,1913-10-20,1992-02-10
MosiJo00,1948-03-01,
CookBi20,1951-02-26,
BrowRo22,1964-04-28,
PillLa20,1952-11-04,
HogaBr00,1988-04-01,
WalkFu20,1958-04-30,2016-10-12
ScotJa21,1981-04-16,
JohnTr00,1966-11-29,
SteeDi20,1927-03-02,
WolfCr20,1958-05-19,
JordDi00,1990-03-05,
StalDo20,1938-11-18,
BailBi20,1916-04-12,1990-04-09
ClarJo20,1973-04-11,
EilePa20,1966-09-03,
ClarWa00,1947-05-30,
BrooJa20,1976-11-09,
PietNi00,1937-09-10,1988-02-06
RiceDe00,1993-03-31,
SlacFr20,1894-03-27,1962-07-12
HudsMa20,1982-11-15,
MaxwVe20,1961-10-25,
KuhrGe20,,1952-12-00
TillEd20,1969-02-12,
BrinBe00,1990-01-25,
WilsTe20,1964-07-14,
RobiJa21,1963-03-05,
SmitJ.00,1932-07-19,2015-04-01
SmitTe03,1993-01-30,
ThomJe01,1957-09-10,
FulcDa00,1964-09-28,
ImhoMa20,1949-10-09,
StepJa21,1956-01-21,
MuckRo99,1986-10-27,
KellBi23,1897-03-03,1969-11-28
ChesRa00,1948-06-28,
LandMe20,1955-11-30,
ClarFr00,1934-02-07,
PattEl21,1960-10-21,
ParrBi20,1911-04-11,1984-01-24
BakeRo20,1954-11-19,
LeonJi21,1910-02-14,1993-11-28
BroyRy00,1988-04-09,
TarrJi21,1921-02-18,2010-05-17
DialQu00,1990-07-21,
HayhBi20,1946-09-06,
QuamRe20,1896-07-10,1973-05-01
McIvEv20,1970-08-05,
JackTa99,1985-07-21,
RiceJe00,1962-10-13,
WilmTr20,1972-10-30,
NiceJi20,1898-10-07,
SaddJi20,1987-08-04,
ShorJa20,1978-07-15,
WilsGe01,1981-03-14,
KnigPa20,1929-05-14,1999-10-19
FontTh20,1982-06-20,
HalpBu20,1908-01-26,1985-05-08
StevMa23,1893-03-17,1961-03-30
BrosMa20,1903-12-07,1989-02-08
WilkRe20,1956-05-27,
DeVaKy00,1985-02-10,
CampAr20,1962-11-13,
BurtAl20,1952-03-30,
SayeRo00,1947-08-29,
BerrAa00,1988-06-25,
DaniJa20,1906-12-24,1977-07-15
WilkDa20,1958-09-25,
JohnRi21,1963-09-16,
CampTo00,1987-09-19,
HamiRu20,1971-03-02,
MattJo00,1992-07-16,
CoxxTo21,1980-10-29,
ReadRu20,1923-06-26,1995-08-11
mclauste01,1971-10-02,
HydeCa00,1990-09-20,
KosiGa00,1949-01-21,
DravLe20,1907-06-23,1955-07-02
CaseTo20,1924-07-30,2002-10-10
FranDa00,1991-04-01,
ClayKa00,1992-01-03,
ThomDy01,1993-11-30,
PatrGa20,1971-08-31,
LongCa20,1954-12-16,
CollLa01,1993-07-26,
PattSo01,1990-10-17,
BarnDe01,1996-06-25,
MuamHe00,1989-02-23,
JohnLe03,1990-03-10,
DublTo00,1930-08-08,2015-11-26
GayxBl20,1950-11-22,1976-12-19
GrifHa20,1902-03-01,1947-12-31
JeruMa20,1960-01-15,
MilkJo20,1943-10-17,
SingKa20,1943-10-12,
BeckOd00,1992-11-05,
CampJi21,1946-01-16,
KingEm20,1963-08-15,
KawxEd20,1897-01-18,1971-12-13
